zipcode,centile,superzip,rank,city,state,adultpop,households,college,income
2895,33.97492,0,12086,Hershey,NE,964,427,11.83%,62.73996
2528,33.97453,0,,Fairview,IL,475,187,13.47%,59.89985
2289,33.97402,0,12087,Willow,AK,1369,552,16.87%,54.04049
2706,33.97355,0,,Monmouth,IA,318,138,14.47%,58.1882
2518,33.97285,0,12088,Whitehall,MT,2222,962,19.53%,49.45474
2449,33.97158,0,12089,Tyler,TX,2424,1074,18.32%,51.54428
2820,33.97078,0,12090,Forman,ND,512,199,13.67%,59.54287
2013,33.97034,0,12091,Washburn,IL,1085,486,11.71%,62.92825
2529,33.96952,0,12092,Moravian Falls,NC,1922,857,13.63%,59.60825
2147,33.96889,0,,Finland,MN,353,154,12.75%,61.1303
2524,33.96861,0,12093,Waverly,AL,700,237,20.71%,47.4005
2306,33.96827,0,12094,Atlanta,KS,526,242,16.92%,53.9385
2358,33.96542,0,12095,Pittston,PA,9823,3776,15.67%,56.09735
2531,33.9598,0,12096,Arab,AL,10656,4698,16.64%,54.42231
2815,33.9562,0,12097,Bethel,PA,2468,1030,8.75%,68.01089
2358,33.95481,0,12098,Culleoka,TN,2592,1209,9.95%,65.93965
2526,33.95378,0,12099,Victoria,KS,1160,456,16.64%,54.4197
2064,33.95328,0,12100,Wapella,IL,662,284,11.33%,63.56374
2980,33.95286,0,12101,Cheyenne Wells,CO,869,365,13.12%,60.4765
2829,33.94975,0,12102,Grovetown,GA,10472,4334,14.81%,57.55401
2473,33.94588,0,12103,Calhan,CO,3622,1667,12.59%,61.37351
2290,33.94482,0,,Burnside,IL,249,112,14.06%,58.842
2271,33.93999,0,12104,Saint George,UT,17363,7917,19.15%,50.06016
2805,33.93504,0,12105,Coyle,OK,659,291,21.24%,46.44726
2736,33.93478,0,,Saint Croix,IN,280,120,15%,57.2075
2592,33.93463,0,,Cavour,SD,274,115,11.68%,62.92825
2610,33.93331,0,12106,Wheatland,WY,4546,1927,16.34%,54.88782
2510,33.92891,0,12107,Shawano,WI,11494,4457,15.90%,55.63969
2790,33.92572,0,,Raynesford,MT,119,54,23.53%,42.497
2857,33.92554,0,12108,Ten Sleep,WY,553,219,24.05%,41.59868
2060,33.92188,0,12109,Susanville,CA,12777,3858,12.36%,61.74749
2229,33.91832,0,,Rodeo,NM,184,62,32.07%,27.7865
2907,33.9177,0,12110,Milner,GA,2081,893,10.14%,65.5696
2694,33.91692,0,12111,Wells,VT,760,296,16.97%,53.78943
2236,33.91557,0,12112,Ogallala,NE,4151,1735,17.39%,53.06502
2577,33.91321,0,12113,Bloomer,WI,4474,1883,12.25%,61.92532
2672,33.91185,0,,McVille,ND,487,161,19.92%,48.7081
2301,33.91162,0,,Beaman,IA,335,152,17.31%,53.19578
2006,33.91105,0,12114,Milliken,CO,1748,809,12.99%,60.65172
2032,33.91035,0,12115,Alpha,IL,780,338,13.85%,59.1689
2458,33.9099,0,12116,Halsey,OR,844,375,12.91%,60.77333
2005,33.9037,0,12117,Macon,GA,21757,8586,20.12%,48.35897
2992,33.89462,0,12118,Morehead,KY,11316,4784,21.31%,46.30473
2500,33.88964,0,12119,Richland Center,WI,6833,2725,16.16%,55.17287
2939,33.88766,0,,Follett,TX,395,151,20%,48.54465
2090,33.88754,0,,Gerlaw,IL,36,14,8.33%,68.649
2886,33.88709,0,12120,Rutledge,GA,1591,698,13.07%,60.4765
2849,33.88632,0,12121,Eckert,CO,1207,477,17.56%,52.7342
2209,33.87893,0,12122,Twin Falls,ID,25720,10933,17.54%,52.77735
2265,33.86336,0,12123,Atlanta,GA,31021,10583,26.75%,36.90047
2581,33.85475,0,,Comptche,CA,342,110,29.82%,31.60077
2999,33.8528,0,12124,Ruther Glen,VA,6745,2888,13.49%,59.74555
2816,33.84746,0,12125,Cullman,AL,12704,5055,17.39%,53.02972
2294,33.84391,0,,Orchard,CO,232,106,16.38%,54.75575
2920,33.84237,0,12126,Prairie du Chien,WI,5408,2163,14.29%,58.34903
2259,33.83998,0,12127,Fort Kent,ME,3269,1285,17.28%,53.19317
2195,33.83907,0,,Holbrook,ID,77,36,15.58%,56.11827
2006,33.83861,0,12128,Amado,AZ,1565,688,20%,48.50542
2264,33.83804,0,,Rudd,IA,495,217,18.59%,50.94148
2404,33.83789,0,,Peak,SC,50,18,14%,58.842
2807,33.83753,0,12129,Symsonia,KY,1278,523,17.06%,53.56714
2994,33.83704,0,,Jayton,TX,475,181,17.68%,52.48576
2097,33.83664,0,12130,Murrayville,IL,1004,469,14.54%,57.89922
2348,33.83631,0,,Mound City,SD,196,88,16.84%,53.9385
2373,33.83613,0,,Courtland,CA,438,182,13.70%,59.34542
2222,33.83431,0,12131,Bridge City,TX,6187,2784,10.07%,65.59837
2039,33.8322,0,12132,Warm Springs,GA,1499,617,17.34%,53.0611
2582,33.82505,0,12133,Harvey,LA,24572,11095,17.01%,53.64298
2639,33.81297,0,12134,Clinton,IA,19456,7913,14.84%,57.36834
2558,33.80752,0,,La Barge,WY,372,154,13.98%,58.842
2047,33.80735,0,,Kiamesha Lake,NY,253,100,31.62%,28.4403
2521,33.80721,0,,Cardwell,MT,274,107,20.07%,48.33413
2766,33.80698,0,12135,Simla,CO,540,226,22.04%,44.94875
2743,33.80643,0,12136,New Harmony,IN,1467,571,13.57%,59.54287
2494,33.80571,0,12137,Panama City,FL,1152,640,22.40%,44.32372
2195,33.80503,0,12138,Washington,KS,1329,524,19.19%,49.85225
2219,33.80418,0,12139,Crane Hill,AL,1768,820,12.95%,60.59288
2986,33.8036,0,,Norvelt,PA,344,126,10.17%,65.38
2908,33.80346,0,,Tontogany,OH,207,95,11.59%,62.92825
2357,33.80267,0,12140,Van,TX,2654,1103,16.50%,54.46808
2925,33.79911,0,12141,Mountain Home,ID,10321,4500,17.13%,53.38538
2736,33.796,0,12142,Indian Lake,NY,998,392,18.14%,51.6502
2264,33.79557,0,12143,Gwinner,ND,547,232,12.07%,62.111
2149,33.79321,0,12144,Dublin,VA,8094,3091,13.84%,59.05645
2388,33.79055,0,12145,Winthrop,MN,1569,609,13.26%,60.05415
2337,33.78946,0,12146,Leonard,TX,2416,1074,14.49%,57.93452
2135,33.78875,0,,Camp Nelson,CA,153,60,20.92%,46.85523
2275,33.78854,0,12147,Penn Laird,VA,615,273,13.01%,60.4765
2314,33.78675,0,12148,Swannanoa,NC,5885,2405,16.67%,54.16602
2017,33.78485,0,12149,Odell,IL,1036,450,11.00%,63.92726
2807,33.78438,0,12150,La Motte,IA,676,278,8.58%,68.10373
2813,33.78401,0,12151,De Tour Village,MI,666,244,16.37%,54.68122
2176,33.78292,0,12152,Kirtland,NM,3314,1623,13.79%,59.1179
2231,33.77497,0,12153,Capitol Heights,MD,25652,10539,11.33%,63.35191
2403,33.76786,0,,Powhattan,KS,272,119,20.59%,47.4005
2474,33.76733,0,12154,Lyons,OR,1662,718,12.94%,60.58503
2120,33.76672,0,12155,Maynard,IA,533,224,17.64%,52.48576
2273,33.76544,0,12156,Ithaca,MI,4140,1769,11.71%,62.68896
2893,33.76429,0,,Wales,AK,72,29,18.06%,51.75873
2891,33.75743,0,12157,Pineville,LA,24914,10207,17.42%,52.85188
2747,33.74852,0,12158,Miles City,MT,7569,3006,18.50%,50.9964
2722,33.74567,0,12159,Council Grove,KS,2790,1170,17.78%,52.23339
2194,33.74482,0,,Clifton,ID,312,157,21.47%,45.86276
2996,33.74017,0,12160,Lansing,MI,16649,6668,16.64%,54.1974
2381,33.73537,0,12161,Amarillo,TX,833,439,16.45%,54.51777
2335,33.73511,0,,East Lynn,IL,121,46,4.13%,75.73227
2091,33.73109,0,12162,Natchitoches,LA,14511,6284,22.76%,43.62807
2284,33.72679,0,12163,Elliottsburg,PA,1169,515,11.72%,62.65627
2123,33.72604,0,12164,Saint Germain,WI,1539,625,15.92%,55.40955
2624,33.72029,0,12165,Lufkin,TX,19425,8378,17.42%,52.81658
2825,33.71493,0,,Edson,KS,113,53,24.78%,40.13548
2648,33.71484,0,,Glendale,UT,223,97,19.73%,48.83101
2718,33.71342,0,12166,Perry,OK,4949,2106,16.53%,54.34778
2839,33.711,0,12167,Pearisburg,VA,3856,1647,14.63%,57.61678
2573,33.7097,0,12168,Walnut,IA,882,380,14.06%,58.59094
2855,33.70356,0,12169,Grand Rapids,MI,21485,9251,18.31%,51.271
2540,33.6973,0,12170,Waldo,FL,1326,552,19.00%,50.0667
2651,33.6968,0,,Grand Gorge,NY,481,185,13.72%,59.1689
2211,33.69648,0,12171,Rolette,ND,693,278,17.89%,51.9771
2035,33.696,0,12172,Keenesburg,CO,1063,479,11.85%,62.38298
2774,33.69567,0,,Hatch,UT,107,46,21.50%,45.766
2719,33.69556,0,,Nodaway,IA,307,130,15.31%,56.42556
2520,33.69509,0,12173,Waverly,IL,1393,561,12.28%,61.65334
2166,33.69366,0,12174,Mount Vernon,TX,3837,1644,18.79%,50.42236
2654,33.68529,0,12175,Springfield,IL,26654,9991,16.49%,54.38831
2270,33.67777,0,12176,Underwood,ND,736,293,12.09%,61.96193
2894,33.67711,0,12177,Georgetown,PA,1665,749,13.93%,58.78577
2814,33.67629,0,12178,Cripple Creek,CO,1333,494,16.20%,54.87213
2490,33.67585,0,,Manter,KS,242,103,11.57%,62.85372
2480,33.67538,0,12179,Callaway,VA,1489,612,16.25%,54.78452
2931,33.67466,0,12180,Stone Lake,WI,1139,452,18.70%,50.56097
2273,33.67318,0,12181,Clayton,NY,4248,1334,16.83%,53.78028
2705,33.67127,0,12182,Bottineau,ND,2697,1039,17.76%,52.17455
2456,33.67039,0,12183,Angora,MN,522,212,14.94%,57.02575
2751,33.66873,0,12184,Fernley,NV,5510,2440,10.71%,64.32215
2146,33.66719,0,,Lohn,TX,130,61,23.85%,41.67975
2344,33.66663,0,12185,Central Lake,MI,1896,794,15.66%,55.77699
2871,33.66586,0,12186,South Fallsburg,NY,916,369,16.38%,54.55177
2604,33.6627,0,12187,Greenville,MI,10563,4446,14.25%,58.21697
2674,33.6575,0,12188,Danielson,CT,8402,3288,13.13%,60.14568
2675,33.65439,0,12189,Hampton,SC,2934,1243,16.87%,53.69136
2301,33.65341,0,12190,Wahkon,MN,631,244,13.31%,59.8227
2100,33.64647,0,12191,Galesburg,IL,24680,8780,15.55%,55.96005
2610,33.63934,0,12192,Bigfork,MN,1281,501,17.02%,53.42723
2085,33.63566,0,12193,Wabash,IN,12133,5019,12.68%,60.88578
2926,33.63189,0,12194,Freeman,SD,1624,638,18.66%,50.59105
2920,33.62815,0,12195,Pasadena,TX,11988,5019,14.34%,58.03129
2333,33.62426,0,12196,Ogden,IA,2180,927,12.84%,60.60595
2129,33.61961,0,12197,El Paso,TX,14759,5288,27.02%,36.17345
2902,33.61538,0,12198,Paron,AR,661,281,16.19%,54.83813
2702,33.61338,0,12199,Four Oaks,NC,6638,2777,11.40%,63.07732
2363,33.6091,0,12200,Keansburg,NJ,8916,3408,9.85%,65.7592
2927,33.60618,0,12201,Geismar,LA,1730,818,14.91%,57.0179
2838,33.6042,0,12202,Brighton,TN,5479,2547,9.20%,66.85889
2325,33.60266,0,,Silver City,NV,152,60,11.84%,62.30322
2712,33.60168,0,12203,Milbank,SD,3395,1371,16.94%,53.52399
2517,33.59998,0,12204,Cato,NY,2791,1210,11.29%,63.25907
2159,33.59908,0,12205,Melvern,KS,524,230,10.69%,64.29077
2226,33.59791,0,12206,Villa Ridge,MO,3714,1597,12.20%,61.68603
2634,33.59615,0,12207,Industry,PA,2717,1176,13.21%,59.93123
2400,33.59513,0,12208,Elgin,IA,989,402,17.49%,52.55506
2877,33.59475,0,,Prairie City,IL,385,163,17.92%,51.81365
2259,33.59455,0,,Vadito,NM,365,164,20.27%,47.75617
2762,33.59431,0,,Sunburst,MT,493,235,19.47%,49.13699
2551,33.59406,0,,Cedarcreek,MO,400,139,18.50%,50.81203
2032,33.59312,0,12209,Germanton,NC,3054,1334,10.67%,64.29077
2796,33.59225,0,,Richfield,KS,91,34,10.99%,63.7455
2063,33.59215,0,,Smyrna,NC,275,122,13.45%,59.4958
2824,33.59207,0,,Anchorage,AK,22,7,9.09%,67.0145
2648,33.59153,0,12210,Elroy,WI,1944,779,13.43%,59.54287
2033,33.58893,0,12211,Monmouth,IL,7553,3072,16.85%,53.63383
2334,33.58599,0,12212,Hobbs,NM,3171,1482,12.65%,60.88578
2620,33.58416,0,12213,Roaring Spring,PA,3476,1512,14.38%,57.88876
2888,33.58302,0,12214,Hartsfield,GA,672,288,13.10%,60.10776
2040,33.58271,0,,Campbell Hill,IL,484,214,9.92%,65.58398
2758,33.58256,0,,Braxton,WV,56,17,12.50%,61.1303
2160,33.57915,0,12215,Rutherfordton,NC,12364,5103,16.12%,54.88782
2173,33.57532,0,12216,Minneota,MN,1586,651,13.30%,59.73771
2470,33.57269,0,12217,Fort Scott,KS,8000,3332,18.20%,51.29845
2097,33.57042,0,,Stehekin,WA,66,16,16.67%,53.9385
2125,33.57042,0,,Saint Helena,NE,186,74,16.67%,53.9385
2727,33.57022,0,,Niota,IL,467,202,13.06%,60.1496
2883,33.56995,0,12218,Grizzly Flats,CA,501,205,16.97%,53.422
2325,33.56878,0,12219,Rockport,IN,3783,1657,12.95%,60.33789
2838,33.56759,0,12220,Stanwood,IA,562,225,14.41%,57.82076
2955,33.56617,0,12221,Hahira,GA,4627,2011,13.10%,60.08553
2334,33.56441,0,12222,Solon Springs,WI,1774,740,16.35%,54.48377
2884,33.5593,0,12223,Waterbury,CT,16842,6287,14.09%,58.37388
2223,33.55434,0,12224,Mendon,IL,1227,497,13.28%,59.76124
2619,33.55249,0,12225,Castle Rock,WA,5503,2367,10.14%,65.17863
2149,33.55062,0,12226,Ramona,OK,1302,609,14.59%,57.50433
2327,33.55012,0,12227,Bennett,IA,554,257,11.19%,63.36106
2225,33.54854,0,12228,Calimesa,CA,5200,2107,14.92%,56.93029
2340,33.54701,0,,Temple,ME,380,162,20.26%,47.7274
2073,33.54681,0,,Colon,NE,357,167,14.29%,58.02475
2062,33.54612,0,12229,Blanding,UT,2140,1018,19.86%,48.4165
2325,33.54323,0,12230,Heber Springs,AR,8392,3471,17.72%,52.10263
2022,33.53848,0,12231,Independence,MO,8920,4256,12.23%,61.55658
2297,33.53258,0,12232,Terrell,TX,12566,5104,13.14%,59.99138
2387,33.52654,0,12233,Blountville,TN,9431,3847,14.55%,57.56186
2698,33.52393,0,,Sheep Ranch,CA,75,33,42.67%,9.106127
2199,33.52389,0,,Cooke City,MT,83,21,18.07%,51.48675
2818,33.5238,0,,Georgetown,MN,243,107,15.23%,56.39025
2765,33.52369,0,,Halbur,IA,169,70,9.47%,66.31363
2393,33.5227,0,12234,Saranac,MI,3429,1508,10.76%,64.08417
2264,33.51657,0,12235,Everett,WA,18910,6151,15.72%,55.54423
2633,33.51072,0,12236,Beale AFB,CA,2395,1424,21.38%,45.78823
2773,33.50927,0,12237,Rapid River,MI,2872,1192,14.94%,56.8806
2559,33.50509,0,12238,Crawfordville,FL,12361,5078,15.26%,56.32356
2659,33.50163,0,,Joplin,MT,268,117,18.66%,50.46552
2843,33.50133,0,12239,Readlyn,IA,819,367,13.68%,59.04599
2358,33.50065,0,12240,Clymer,NY,1657,731,16.11%,54.84074
2191,33.49988,0,12241,Scribner,NE,1138,429,14.32%,57.92276
2764,33.49955,0,,Gateway,CO,50,21,26%,37.79749
2835,33.49912,0,12242,Lincoln,KS,1512,619,18.06%,51.48675
2628,33.49684,0,12243,Louisa,VA,6822,2788,15.23%,56.35495
2372,33.48732,0,12244,Sacramento,CA,27839,10723,17.48%,52.47137
2403,33.4794,0,12245,Dunkerton,IA,1037,471,12.63%,60.82694
2300,33.47895,0,12246,Moore,TX,605,212,13.55%,59.23428
2359,33.4787,0,,Rosburg,WA,270,113,19.63%,48.76302
2064,33.47859,0,,Davilla,TX,149,66,11.41%,62.92825
2658,33.47844,0,,Empire,CO,403,141,16.63%,53.9385
2714,33.47592,0,12247,Leeds,AL,8755,3737,14.93%,56.85837
2281,33.47052,0,12248,Lawton,OK,10928,4824,20.19%,47.79539
2217,33.46718,0,12249,Reeseville,WI,1226,522,10.93%,63.7455
2984,33.46678,0,,Long Island,KS,217,99,22.58%,43.66469
2620,33.46568,0,12250,Loudonville,OH,3800,1541,13.55%,59.2212
2142,33.4646,0,,Smoot,WY,133,53,8.27%,68.3221
2951,33.4644,0,12251,Green Isle,MN,614,265,7.82%,69.10274
2030,33.46399,0,12252,Saint Joe,IN,891,412,9.54%,66.13448
2351,33.46373,0,,Stephan,SD,64,37,18.75%,50.26153
2120,33.46163,0,12253,Shreveport,LA,7577,3279,15.97%,55.04996
2561,33.45387,0,12254,Morristown,TN,20690,8560,16.95%,53.35923
2537,33.44699,0,12255,Great Lakes,IL,4387,1914,17.55%,52.32231
2775,33.43523,0,12256,Brockton,MA,38431,14523,15.34%,56.12481
2007,33.42163,0,12257,El Dorado,KS,11142,4384,14.88%,56.91852
2810,33.41838,0,12258,Chappells,SC,693,282,14.57%,57.44156
2181,33.41817,0,,Pendroy,MT,62,23,16.13%,54.75575
2511,33.41798,0,12259,Tescott,KS,636,265,12.58%,60.8727
2434,33.41734,0,12260,Conway,PA,1702,673,12.81%,60.4765
2235,33.41277,0,12261,Albert Lea,MN,14955,5832,14.36%,57.80769
2071,33.39988,0,12262,Baltimore,MD,32007,12740,13.62%,59.07475
2865,33.39019,0,12263,Jay,ME,3292,1432,14.82%,56.99828
2042,33.38916,0,,Echo,MN,456,185,17.11%,53.06633
2875,33.389,0,,Maryneal,TX,123,43,17.07%,53.12125
2313,33.38889,0,,Wolf Lake,IL,278,123,17.27%,52.7852
2471,33.38838,0,12264,Strawberry Point,IA,1570,647,13.69%,58.94007
2018,33.38752,0,12265,Grapeview,WA,1570,671,17.32%,52.68059
2943,33.38134,0,12266,Pensacola,FL,20937,8837,17.07%,53.11733
2269,33.37538,0,12267,Merritt,NC,772,309,13.60%,59.08783
2226,33.37457,0,12268,Malta,MT,2175,860,17.06%,53.12125
2957,33.37382,0,12269,Helen,GA,556,199,19.78%,48.42173
2585,33.37343,0,12270,Murdock,MN,866,366,13.97%,58.43403
2783,33.37314,0,,Unionville Center,OH,174,71,7.47%,69.6297
2484,33.37289,0,12271,Mackay,ID,730,274,20%,48.02946
2143,33.37188,0,12272,Markesan,WI,2987,1246,12.15%,61.55004
2778,33.36985,0,12273,Warsaw,NY,4394,1620,14.79%,56.99959
2124,33.36858,0,,Clearmont,WY,216,88,14.35%,57.75277
2867,33.36846,0,,Northville,SD,225,105,18.22%,51.07878
2544,33.36124,0,12274,Buffalo,NY,26080,9997,14.57%,57.37487
2922,33.35368,0,12275,Glasford,IL,1460,651,8.97%,67.0145
2730,33.35315,0,,Le Raysville,PA,491,212,13.24%,59.65925
2127,33.3529,0,,Duke,OK,411,187,17.03%,53.12125
2983,33.35233,0,12276,Medina,TN,1678,755,14.96%,56.691
2624,33.3518,0,,Galesburg,KS,241,119,21.58%,45.2848
2247,33.35146,0,12277,Madison,KS,990,374,16.36%,54.2654
2184,33.35065,0,12278,Newport News,VA,1965,907,19.80%,48.34982
2257,33.34999,0,,Veyo,UT,408,175,11.76%,62.18553
2731,33.34959,0,12279,Francisco,IN,1053,453,9.78%,65.60229
2142,33.34863,0,12280,La Salle,CO,2467,1057,12.65%,60.66218
2296,33.34789,0,,Miami,MO,205,83,19.51%,48.83101
2964,33.34482,0,12281,Petal,MS,10965,4814,16.31%,54.34909
2451,33.3413,0,12282,North Lawrence,OH,1867,785,10.66%,64.07894
2281,33.34071,0,,Desha,AR,264,129,18.94%,49.8091
2722,33.33833,0,12283,Crestview,FL,8439,3842,16.26%,54.42624
2712,33.33582,0,12284,Drumore,PA,688,303,8.14%,68.41494
2609,33.3345,0,12285,Cresco,IA,4138,1633,14.38%,57.66124
2641,33.32831,0,12286,Owosso,MI,18402,7785,13.36%,59.41211
2671,33.32317,0,,Thedford,NE,334,138,18.86%,49.92678
2101,33.31615,0,12287,Phoenix,AZ,25252,10144,15.41%,55.87113
2013,33.30825,0,12288,Grangeville,ID,3521,1454,18.03%,51.34553
2508,33.30645,0,12289,Shreve,OH,3040,1371,11.71%,62.24045
2005,33.30165,0,12290,Piedmont,SC,14454,6311,13.04%,59.94692
2217,33.29747,0,12291,Titonka,IA,771,293,13.62%,58.95053
2731,33.29642,0,12292,Sand Lake,MI,3064,1307,9.11%,66.72421
2882,33.29547,0,,Lansford,ND,409,180,16.87%,53.34354
2180,33.29416,0,12293,Jonestown,PA,4345,1824,10.70%,63.97302
2108,33.29197,0,12294,Phoenix,NY,3616,1551,13.55%,59.06168
2237,33.28864,0,12295,Norfolk,VA,8529,3136,17.45%,52.34846
2664,33.28557,0,12296,Dresden,OH,2635,1162,9.68%,65.73306
2144,33.28433,0,12297,Charleston AFB,SC,1880,1197,21.65%,45.09782
2419,33.28073,0,12298,Worcester,MA,11254,4200,14.17%,57.97375
2829,33.27259,0,12299,Duncan,OK,18417,8028,18.59%,50.36744
2327,33.26732,0,12300,Nortonville,KS,761,322,15.37%,55.8999
2023,33.26698,0,,Union City,OK,498,217,16.06%,54.70737
2451,33.26612,0,12301,Cornville,AZ,2623,1030,15.21%,56.1758
2269,33.2622,0,12302,Massena,NY,11646,4550,16.82%,53.40108
2586,33.25818,0,12303,Rush City,MN,3010,1182,11.43%,62.69157
2636,33.25723,0,,Belcher,LA,436,193,18.12%,51.15985
2378,33.25679,0,12304,Boulder,MT,1163,432,17.80%,51.70904
2863,33.25432,0,12305,Greenwood,AR,7835,3658,16.18%,54.49031
2693,33.25144,0,12306,Elizabeth,IN,2659,1208,10.30%,64.61898
2467,33.2505,0,12307,Canistota,SD,764,293,17.02%,53.05325
2212,33.24967,0,12308,Brusly,LA,2282,983,10.47%,64.32477
2333,33.24797,0,12309,Sleepy Eye,MN,3905,1597,10.96%,63.48529
2256,33.24493,0,12310,Saginaw,MI,7168,3013,12.17%,61.40751
2689,33.24293,0,,Caputa,SD,101,34,8.91%,67.0145
2223,33.24276,0,12311,Chapman,NE,527,237,16.70%,53.5946
2730,33.23935,0,12312,Saint Louis,MO,11881,4460,23.78%,41.39469
2559,33.23609,0,,Jersey Mills,PA,15,5,13.33%,59.38727
2771,33.23592,0,12313,Latimer,IA,577,257,17.16%,52.79435
2704,33.23494,0,12314,Keeseville,NY,2987,1230,16.54%,53.86004
2014,33.23326,0,12315,Clayton,IN,3154,1454,8.15%,68.31687
2427,33.23135,0,12316,Gold Hill,OR,3786,1507,17.33%,52.49752
2470,33.22845,0,12317,Columbiana,OH,6799,2755,14.65%,57.11074
2463,33.22583,0,12318,Pittsfield,ME,2716,1150,16.97%,53.10425
2583,33.22007,0,12319,Lakewood,WA,18283,7512,18.96%,49.68226
2218,33.21501,0,,Bent,NM,161,70,14.91%,56.66223
2150,33.2095,0,12320,Florence,AL,19900,7847,21.19%,45.84053
2498,33.20289,0,12321,Windom,MN,4196,1689,14.75%,56.92375
2094,33.20163,0,,Cisco,IL,391,169,8.18%,68.24103
2772,33.19944,0,12322,Ilion,NY,7580,3127,16.77%,53.44815
2591,33.1922,0,12323,Riverdale,GA,18804,8119,15.16%,56.22288
2156,33.18643,0,12324,Bristolville,OH,2214,968,8.04%,68.48555
2773,33.18476,0,12325,Vilonia,AR,3893,1834,13.92%,58.34511
2623,33.1799,0,12326,Gadsden,AL,13807,5401,18.40%,50.62243
2278,33.17376,0,12327,Patterson,CA,8572,3549,10.35%,64.50391
2456,33.16944,0,12328,Leechburg,PA,7168,2935,14.19%,57.88353
2662,33.16737,0,,Little Rock AFB,AR,352,57,16.48%,53.9385
2067,33.16338,0,12329,Las Vegas,NV,14213,5783,9.62%,65.75659
2917,33.15737,0,12330,Mastic Beach,NY,7678,3090,9.10%,66.63791
2083,33.15478,0,12331,Gibbon,NE,1761,777,16.07%,54.63284
2011,33.15235,0,12332,Wellsville,NY,7090,2653,18.18%,50.99248
2171,33.14524,0,12333,Romulus,MI,18790,7752,8.27%,68.06973
2852,33.13899,0,12334,Troup,TX,3991,1675,14.61%,57.14604
2400,33.13355,0,12335,Cleveland,OH,15834,5886,13.41%,59.19897
2461,33.12883,0,12336,Dunnsville,VA,1383,574,16.70%,53.53053
2032,33.12836,0,,Sullivan,ME,315,132,21.59%,45.1122
2916,33.1279,0,12337,New Holland,OH,1375,622,10.91%,63.51144
2876,33.12741,0,,Simpson,LA,400,184,14.25%,57.75277
2529,33.1272,0,,Bazine,KS,337,129,18.99%,49.58027
2041,33.12688,0,12338,Trufant,MI,827,362,12.82%,60.2189
2371,33.12479,0,12339,Hurricane,UT,6796,3055,19.39%,48.88593
2266,33.11588,0,12340,Greenville,NC,25668,10458,21.46%,45.32011
2959,33.10415,0,12341,Mattapan,MA,17058,7035,15.53%,55.54423
2990,33.09891,0,12342,Montezuma,IA,2037,837,12.96%,59.96784
2021,33.09798,0,12343,East Millinocket,ME,1324,576,14.43%,57.44156
2236,33.0976,0,,Patterson,IA,101,36,7.92%,68.649
2608,33.09727,0,12344,Cotopaxi,CO,1082,450,18.67%,50.12423
2228,33.09655,0,12345,Callao,VA,1563,612,13.82%,58.47849
2763,33.09609,0,,Leshara,NE,87,33,4.60%,74.36975
2809,33.09568,0,12346,Durhamville,NY,1415,575,13.36%,59.26958
2829,33.09505,0,12347,Cairo,NE,879,394,16.95%,53.07287
2426,33.09464,0,12348,Princeton,KS,617,291,14.42%,57.42587
2607,33.09423,0,12349,Ireton,IA,847,391,15.11%,56.23726
2283,33.0936,0,12350,Amboy,WA,1455,627,9.00%,66.76344
2474,33.09287,0,12351,Burghill,OH,1193,530,8.30%,67.9782
2331,33.0916,0,12352,Thermopolis,WY,3451,1348,18.08%,51.11539
2093,33.09021,0,12353,Fletcher,OK,1611,738,17.88%,51.46321
2168,33.08842,0,12354,Albion,IN,4931,2112,10.00%,65.04002
2783,33.08529,0,12355,San Angelo,TX,6467,2872,15.63%,55.32848
2914,33.08339,0,,Carroll,NE,435,186,12.64%,60.4765
2332,33.08098,0,12356,Nevada,MO,8329,3355,16.30%,54.16733
2728,33.07629,0,12357,Saint Joseph,MO,8779,3513,15.79%,55.05388
2266,33.07105,0,12358,Sparta,WI,10302,4217,14.40%,57.43633
2715,33.06814,0,,Bowden,WV,293,127,17.75%,51.67505
2492,33.06777,0,12359,Unity,ME,1067,407,20.43%,47.05006
2284,33.06739,0,,Dawson,NE,313,137,18.21%,50.87349
2381,33.06269,0,12360,Newton,NC,16798,6969,13.98%,58.16597
2419,33.0535,0,12361,Mount Vernon,IL,16692,6791,16.91%,53.11733
2466,33.04354,0,12362,Cleveland,OH,19609,7240,13.31%,59.31404
2711,33.03563,0,12363,Bessemer,AL,9207,4206,14.91%,56.55109
2305,33.03305,0,,Lodgepole,SD,184,73,21.74%,44.7853
2464,33.03194,0,12364,Perry,NY,3863,1585,14.88%,56.59423
2087,33.02872,0,12365,Fort Benning,GA,7892,3725,22.54%,43.39924
2745,33.02522,0,12366,Delton,MI,4862,2057,10.12%,64.80466
2032,33.02264,0,12367,Spooner,WI,4542,1825,16.93%,53.06502
2766,33.02118,0,12368,Stonington,IL,779,339,12.71%,60.34051
2729,33.02006,0,12369,Brownstown,IN,3285,1447,13.21%,59.47357
2986,33.01526,0,12370,Morrow,GA,14203,5717,12.72%,60.31436
2068,33.00904,0,12371,Lake Ariel,PA,8439,3496,16.40%,53.97642
2569,33.00538,0,12372,Rogue River,OR,4931,1979,13.93%,58.22874
